FATP-QT,,,,,,,,,,,,Parametric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Site,Product,SerialNumber,Special Build Name,Special Build Description,Unit Number,Station ID,Test Pass/Fail Status,StartTime,EndTime,Version,List of Failing Tests,2V4_DUT_Applied_Voltage,2V4_MCU_AID_Fall_Time,2V4_MCU_AID_Rise_Time,2V4_MCU_Bits_period,2V4_MCU_VOH,2V4_MCU_VOL,4V8_DUT_Applied_Voltage,4V8_MCU_AID_Fall_Time,4V8_MCU_AID_Rise_Time,4V8_MCU_Bits_period,4V8_MCU_VOH,4V8_MCU_VOL,5V_2P5A_Charge_Capability,5V_2P5A_Charge_Type,5V_2P5A_Charge_Voltage,5V_2P5A_CURR_USBC_PD,5V_2P5A_DCR,5V_2P5A_DUT_Input_Voltage,5V_2P5A_Orion_Power_Voltage,5W_5V_1P0A_BRICKID_CAPABILITY_Curr,5W_5V_1P0A_BRICKID_CAPABILITY_DM_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_DP_Vol,5W_5V_1P0A_BRICKID_CAPABILITY_Type,5W_5V_1P0A_BRICKID_CAPABILITY_Vol,5W_5V_1P0A_BRICKID_System_Curr,9V_2P5A_Charge_Capability,9V_2P5A_Charge_Type,9V_2P5A_Charge_Voltage,9V_2P5A_CURR_USBC_PD,9V_2P5A_DCR,9V_2P5A_DUT_Input_Voltage,9V_2P5A_Orion_Power_Voltage,10W_5V_1P5A_BRICKID_CAPABILITY_Curr,10W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,10W_5V_1P5A_BRICKID_CAPABILITY_Type,10W_5V_1P5A_BRICKID_CAPABILITY_Vol,10W_5V_1P5A_BRICKID_System_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_Curr,12.5W_5V_1P5A_BRICKID_CAPABILITY_DM_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_DP_Vol,12.5W_5V_1P5A_BRICKID_CAPABILITY_Type,12.5W_5V_1P5A_BRICKID_CAPABILITY_Vol,12.5W_5V_1P5A_BRICKID_System_Curr,CC_Rp_Capability_CURR-10kohm_5V,CC_Rp_Capability_CURR-22kohm_5V,CC_Rp_Capability_CURR-56kohm_5V,CC_Rp_Capability_Type-10kohm_5V,CC_Rp_Capability_Type-22kohm_5V,CC_Rp_Capability_Type-56kohm_5V,CC_Rp_Capability_VOL-10kohm_5V,CC_Rp_Capability_VOL-22kohm_5V,CC_Rp_Capability_VOL-56kohm_5V,CC_Rp_SYS_CURR-10kohm_5V,CC_Rp_SYS_CURR-22kohm_5V,CC_Rp_SYS_Curr-56kohm_5V,FW_VERSION_CCG3,FW_VERSION_L4R5,FW_VERSION_MTFW,GreenPAK ID,KBD_HW_Layout,OrionPWR_On_Sys Voltage,OrionPWR_SYS_CURRENT_ALL_RAILS,OrionPWR_SYS_CURRENT_BLC_ONLY,OrionPWR_SYS_CURRENT_CAPSLOCK_ONLY,OrionPWR_SYS_CURRENT_Energy_Storage,OrionPWR_SYS_CURRENT_Energy_Storage_ONLY,OrionPWR_SYS_CURRENT_IDLE,OrionPWR_SYS_CURRENT_LEDs_to_0PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_3P8PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_100PCT_brightness,OrionPWR_SYS_CURRENT_LEDs_to_UserMax_brightness,OrionPWR_SYS_CURRENT_MFI_ONLY,OrionPWR_SYS_CURRENT_TOUCH_ONLY,OrionPWR_SYS_CURRENT_USBC_AltPWR_ONLY,PHASE1_CONSUMER_DUT_MODE,PHASE2_C2P_DUT_MODE,PHASE2_SYS_CURRENT_pre_swap_consumer,PHASE2_SYS_CURRENT_pre_swap_provide,PHASE3_Vol_IDBUS_provider,PHASE5:P2C_DUT_MODE,PORION_RVP_OUT_-16V_CURR,PPORION_OVP_OUT_5V2_CURR,PPORION_OVP_OUT_16V_CURR,Production signed check,READ_HW_VERSION,Read_PHASE5_BROWNOUT_STATUS,SYS_IDBUS_6V_VBUS_0V_CURR,SYS_IDBUS_6V_VBUS_5V2_CURR,SYS_IDBUS_-5V2_VBUS_0V_CURR,USBC_PWR_On_Sys Voltage,USBC_PWR_SYS_CURRENT_ALL_RAILS,USBC_PWR_SYS_CURRENT_BLC_ONLY,USBC_PWR_SYS_CURRENT_CAPSLOCK_ONLY,USBC_PWR_SYS_CURRENT_Energy_Storage_5V,USBC_PWR_SYS_CURRENT_Energy_Storage_ONLY,USBC_PWR_SYS_CURRENT_IDLE,USBC_PWR_SYS_CURRENT_LEDs_to_100PCT_brightness,USBC_PWR_SYS_CURRENT_MFI_ONLY,USBC_PWR_SYS_CURRENT_TOUCH_ONLY
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 22:59,2019/12/5 23:04,V1.2.2.0,,2.423799669,74,57.5,10,1.690942765,0.000087,4.806503208,56,56,10,1.921312163,0.000993,3000,6,5000,2509.61413,0.152886905,5.083507806,4.699820668,1,1.806,0.902,4,5000,1010.808955,3000,6,9000,2509.02493,0.152103231,9.064006515,8.682375716,1500,0.902,1.806,4,5000,1519.481332,1500,1.806,1.806,4,5000,1510.918071,3000,1500,500,5,5,5,5000,5000,5000,16.4164871,16.37251024,16.3813904,258,624,1301,3,33,4798.058719,8.988568771,2.719204404,18.55957343,2.758848613,0.451622286,0.197288654,2.742171157,16.57838164,221.6449331,81.56186673,0.220958,3.255402916,3.141863645,5,4,117.303122,122.0504668,2821.317268,5,-0.019458741,3.326125198,11.09182345,0,4,1,0.2007294,0.206795974,-36.26731696,9014.24415,10.1655401,8.173928543,15.4730164,6.420002337,7.422616455,7.36394147,131.3166512,7.374020877,9.208841803
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/6 0:01,2019/12/6 0:05,V1.2.2.0,,2.423717612,75,58.5,10.002,1.691925334,0.000677,4.80642115,54,57,10.001,1.918438327,0.001363,3000,6,5000,2509.247565,0.153289774,5.083231793,4.698589802,1,1.806,0.902,4,5000,1009.185582,3000,6,9000,2508.644638,0.152551439,9.063872264,8.681174915,1500,0.902,1.806,4,5000,1512.468462,1500,1.806,1.806,4,5000,1510.672617,3000,1500,500,5,5,5,5000,5000,5000,16.37507612,16.35865452,16.35707037,258,624,1301,3,33,4797.946822,8.239527346,2.71808366,18.55297052,2.755389135,0.441890528,0.188607139,2.731843776,16.58015149,221.0870994,81.49789191,0.199231116,3.228697012,3.134312599,5,4,117.2556397,122.5486226,2820.951738,5,-0.020162204,3.325623447,11.08476978,0,4,1,0.199968734,0.20599066,-36.29649898,9013.654937,10.21507409,8.156239743,15.47206097,6.430650625,7.415906574,7.351605987,131.3320584,7.362881503,9.229315028
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/6 0:06,2019/12/6 0:10,V1.2.2.0,,2.423747451,73,57.5,10.001,1.693983225,0.000999,4.806525587,53,53,10.001,1.91925082,0.000531,3000,6,5000,2508.538186,0.152072247,5.08335861,4.701879572,1,1.806,0.902,4,5000,1008.99448,3000,6,9000,2508.756,0.151724135,9.06407364,8.683434807,1500,0.902,1.806,4,5000,1513.239385,1500,1.806,1.806,4,5000,1509.741963,3000,1500,500,5,5,5,5000,5000,5000,16.36898495,16.36345159,16.36191206,258,624,1301,3,33,4798.215375,8.968288402,2.71751721,18.55672659,2.752257857,0.436741425,0.195093357,2.73769061,16.57662151,221.3612485,81.49682222,0.218959622,3.20792379,3.142588117,5,4,116.5419742,121.4747768,2821.033796,5,-0.019614421,3.325283153,11.091195,0,4,1,0.200698494,0.206674612,-36.29236608,9014.214316,9.575304031,8.165242165,15.46871819,6.426038798,7.424019209,7.359842608,131.3925516,7.368300461,9.22808798
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/6 0:11,2019/12/6 0:15,V1.2.2.0,,2.423754911,70,57.5,9.998,1.692463584,0.000856,4.806510668,56,54,10.002,1.918052896,0.001329,3000,6,5000,2509.505401,0.151237782,5.083298931,4.7037669,1,1.806,0.902,4,5000,1009.012508,3000,6,9000,2507.883585,0.151036395,9.06398414,8.685202445,1500,0.902,1.806,4,5000,1514.988017,1500,1.806,1.806,4,5000,1509.099334,3000,1500,500,5,5,5,5000,5000,5000,16.38638828,16.36226905,16.38574123,258,624,1301,3,33,4798.088558,8.988712207,2.7228997,18.55903129,2.744667913,0.445230882,0.197451539,2.738383478,16.58056235,221.5164654,81.53954179,0.221215698,3.293638578,3.158504634,5,4,120.2156779,122.340165,2820.989037,5,-0.019503753,3.32558084,11.0916306,0,4,1,0.200783454,0.206755784,-36.28700934,9014.490277,10.22357327,8.162319964,15.48588187,6.437406696,7.411355525,7.365954434,131.3385402,7.371443894,9.257465357
FXLH,R118,FTPZQ01NPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/6 0:16,2019/12/6 0:21,V1.2.2.0,,2.42377729,72,58.5,10.001,1.695698351,0.000643,4.806547967,56,57,10.005,1.918773592,0.000525,3000,6,5000,2509.43366,0.150757556,5.083284012,4.704967927,1,1.806,0.902,4,5000,1010.769196,3000,6,9000,2508.812474,0.150576162,9.063976681,8.686209327,1500,0.902,1.806,4,5000,1516.226464,1500,1.806,1.806,4,5000,1510.853969,3000,1500,500,5,5,5,5000,5000,5000,16.41501451,16.40055637,16.37121615,258,624,1301,3,33,4798.118397,8.896191226,2.722663882,18.55854264,2.758131433,0.43601209,0.179772464,2.739591743,16.58367904,221.4064561,81.53713255,0.220624937,3.196517678,3.140900923,5,4,117.2616443,121.8905933,2820.989037,5,-0.019634332,3.324832979,11.09135533,0,4,1,0.200659771,0.20668243,-36.28051286,9014.393318,10.21920698,8.172389646,15.46236568,6.436572824,7.421109163,7.353424462,131.412588,7.36882072,9.276386182
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 18:46,2019/12/5 18:51,V1.2.2.0,,2.425120823,74,58.5,10.008,1.720369929,0.00083,4.812703514,54,55,10.01,1.944528647,0.000921,3000,6,5000,2506.312913,0.158513995,5.064307338,4.667021665,1,1.78,0.876,4,5000,1009.796855,3000,6,9000,2506.30102,0.157197339,9.033292044,8.639308193,1500,0.876,1.78,4,5000,1512.982427,1500,1.78,1.78,4,5000,1509.671516,3000,1500,500,5,5,5,5000,5000,5000,16.12791358,16.14476977,16.12868985,258,624,1301,3,33,4804.936399,8.962273557,2.687511471,18.87871453,2.7285258,0.390075657,0.112853022,2.681970693,16.58487829,220.2562229,81.29716675,0.141864749,3.339082423,3.034525671,5,4,117.6717411,123.3470334,2828.123749,5,-0.021072133,3.32295747,11.06048206,0,4,1,0.199144659,0.205092919,-36.33599927,8988.161413,10.25753925,8.137860396,15.56968298,6.483568235,7.396247057,7.329027651,131.9459645,7.355950708,9.314858055
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 18:51,2019/12/5 18:56,V1.2.2.0,,2.425195364,70,55.5,10.008,1.721357946,0.000314,4.812830233,53,54,10.012,1.942708054,0.000704,3000,6,5000,2508.068434,0.155784689,5.064247706,4.673529046,1,1.78,0.876,4,5000,1009.423623,3000,6,9000,2507.35364,0.155371836,9.03354542,8.643973281,1500,0.876,1.78,4,5000,1520.157773,1500,1.78,1.78,4,5000,1509.078844,3000,1500,500,5,5,5,5000,5000,5000,16.15160096,16.14570129,16.13594245,258,624,1301,3,33,4805.04821,8.079798262,2.688616242,18.88618684,2.715505455,0.376325244,0.117131895,2.68524391,16.58727881,220.2323411,81.29576947,0.158160729,3.304529899,3.010211035,5,4,117.7084233,123.0055368,2828.175927,5,-0.020636831,3.320018967,11.06260275,0,4,1,0.199495239,0.205372138,-36.33498989,8988.712877,9.573671355,8.142492215,15.57487081,6.475549579,7.38992061,7.330715026,131.9807331,7.354459146,9.199467009
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 18:58,2019/12/5 19:03,V1.2.2.0,,2.425061191,74,55.5,10.014,1.719564252,0.000751,4.812740784,54,58,10.013,1.945803583,0.000232,3000,6,5000,2508.201079,0.155089948,5.064195528,4.675198752,1,1.78,0.876,4,5000,1009.798075,3000,6,9000,2507.366443,0.154898474,9.033105739,8.644718503,1500,0.876,1.78,4,5000,1520.645716,1500,1.78,1.78,4,5000,1509.84875,3000,1500,500,5,5,5,5000,5000,5000,16.15279863,16.14461451,16.12088277,258,624,1301,3,33,4805.152567,7.789755929,2.687264892,18.88228267,2.74673156,0.380212492,0.118004592,2.689600141,16.58411438,220.2927613,81.29593627,0.144195164,3.120603508,3.022963044,5,4,116.8124902,123.5575707,2828.265376,5,-0.020820755,3.322869528,11.06155249,0,4,1,0.199377361,0.205427139,-36.32241867,8988.548928,10.26593502,8.145562367,15.57313509,6.478842135,7.387263841,7.331725517,131.9744907,7.346699156,9.295890102
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:17,2019/12/5 19:22,V1.2.2.0,,2.425001558,71,55.5,10.011,1.719911933,0.000026,4.81262152,54,54,10.013,1.945549283,0.000969,3000,6,5000,2508.133381,0.155432937,5.064270068,4.674423531,1,1.78,0.876,4,5000,1009.999129,3000,6,9000,2507.637392,0.154866878,9.033299496,8.644949522,1500,0.876,1.798,4,5000,1519.322616,1500,1.78,1.78,4,5000,1509.400331,3000,1500,500,5,5,5,5000,5000,5000,16.14798575,16.13671872,16.10495811,258,624,1301,3,33,4805.063118,9.000945384,2.685480819,18.88539151,2.733525071,0.379530773,0.113725719,2.68966783,16.58381461,220.2891662,81.28588454,0.141144351,3.119232082,3.033157399,5,4,116.6681606,123.5452682,2828.265376,5,-0.020691892,3.32335349,11.06227955,0,4,1,0.199424671,0.20540907,-36.33040347,8989.02587,10.25714037,8.139920057,15.57785394,6.477899333,7.39158381,7.329820572,131.9545448,7.354137626,9.317826409
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:29,2019/12/5 19:33,V1.2.2.0,,2.425143185,71,57.5,10.012,1.7187674,0.000039,4.812867503,53,53,10.013,1.940029971,0.000389,3000,6,5000,2508.317527,0.15415854,5.064284976,4.677606408,1,1.78,0.876,4,5000,1008.834477,3000,6,9000,2507.569538,0.154000305,9.033485802,8.647319327,1500,0.876,1.78,4,5000,1515.732669,1500,1.78,1.78,4,5000,1509.960999,3000,1500,500,5,5,5,5000,5000,5000,16.14579001,16.12420965,16.12731474,258,624,1301,3,33,4805.122751,8.063291964,2.68956388,18.88854869,2.72904555,0.389841165,0.116882899,2.685828931,16.59233852,220.3283786,81.2945269,0.141589161,3.305808405,3.035366941,5,4,117.2347288,122.9270234,2828.34737,5,-0.020603013,3.321578401,11.06313881,0,4,1,0.199458551,0.205490992,-36.32240971,8989.018418,9.668410927,8.139460742,15.57231316,6.472583377,7.385395158,7.330951935,131.9742392,7.355496229,9.313799951
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:35,2019/12/5 19:40,V1.2.2.0,,2.425068645,74,56.5,10.005,1.719408005,0.000024,4.81273333,54,54,10.012,1.940937828,0.000607,3000,6,5000,2507.423824,0.154635622,5.064225344,4.676488301,1,1.78,0.876,4,5000,1009.585376,3000,6,9000,2507.540449,0.154239846,9.03341128,8.646648628,1500,0.876,1.78,4,5000,1513.104213,1500,1.78,1.78,4,5000,1509.905951,3000,1500,500,5,5,5,5000,5000,5000,16.14856241,16.12547387,16.11662437,258,624,1301,3,33,4805.08548,8.94321444,2.692382618,18.88614575,2.721974531,0.38217062,0.11178693,2.684146391,16.57967837,220.2471663,81.29629647,0.160795741,3.305587152,3.019481927,5,4,117.4972851,123.545744,2828.295192,5,-0.020684628,3.321035064,11.06216696,0,4,1,0.199432668,0.205435624,-36.30539602,8988.928992,9.303974218,8.144215852,15.57816821,6.490141261,7.384938261,7.333342786,131.9725783,7.350393008,9.283763984
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:40,2019/12/5 19:45,V1.2.2.0,,2.425083553,73,56.5,10.018,1.728858565,0.000693,4.812815325,54,53,10.02,1.944819364,0.00078,3000,6,5000,2508.233941,0.154133959,5.064299884,4.677695857,1,1.78,0.876,4,5000,1009.628803,3000,6,9000,2507.540271,0.153886198,9.03347835,8.647602512,1500,0.876,1.78,4,5000,1510.590977,1500,1.78,1.78,4,5000,1509.25579,3000,1500,500,5,5,5,5000,5000,5000,16.12849024,16.13303697,16.11143443,258,624,1301,3,33,4805.174929,8.982108673,2.689452677,18.90590592,2.725663548,0.37537519,0.134578578,2.69272106,16.58632634,220.2762752,81.29278634,0.149566721,3.307041584,3.001404292,5,4,117.7230878,123.5680357,2828.556084,5,-0.020638418,3.322470707,11.06284866,0,4,1,0.199451592,0.205496913,-36.30178984,8988.9588,10.26647653,8.140108617,15.58420698,6.47570913,7.394724068,7.332322625,131.9684465,7.351913579,9.181340439
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,FAIL,2019/12/5 19:46,2019/12/5 19:51,V1.2.2.0,CB Error Could not set PASS CB,2.425061191,75,59.5,10.019,1.733421126,0.000745,4.812785509,54,55,10.01,1.942997584,0.000897,3000,6,5000,2507.969804,0.153725176,5.064173166,4.678635066,1,1.78,0.876,4,5000,1010.029315,3000,6,9000,2507.567452,0.153691357,9.033388923,8.647997479,1500,0.876,1.78,4,5000,1513.097803,1500,1.78,1.78,4,5000,1509.809759,3000,1500,500,5,5,5,5000,5000,5000,16.12888946,16.13884792,16.10923869,258,624,1301,3,33,4805.174929,8.013057509,2.688584815,18.88461792,2.737864381,0.380253589,0.120025574,2.691260924,16.5901048,220.301685,81.3130711,0.147741552,3.340339399,3.033817361,5,4,116.8950968,123.0906392,2828.280284,5,-0.020688474,3.320569586,11.06272374,0,4,1,0.199454278,0.205461629,-36.30147728,8989.09294,10.27249113,8.14818771,15.58440521,6.48328056,7.389478218,7.331889903,131.9762967,7.349181869,9.323055734
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:51,2019/12/5 19:56,V1.2.2.0,,2.425061191,73,57.5,10.016,1.720964348,0.000175,4.812725876,54,55,10.013,1.946760998,0.000954,3000,6,5000,2508.30164,0.153681065,5.064173166,4.678694699,1,1.78,0.876,4,5000,1009.263977,3000,6,9000,2510.757421,0.153404077,9.03341128,8.648250854,1500,0.876,1.78,4,5000,1514.244024,1500,1.78,1.78,4,5000,1509.664707,3000,1500,500,5,5,5,5000,5000,5000,16.12780268,16.14565693,16.11134572,258,624,1301,3,33,4805.078026,8.946864778,2.708615744,18.90278259,2.726166376,0.384735527,0.132306182,2.688874909,16.58014494,220.2859386,81.30029492,0.149658584,3.305608116,3.019660817,5,4,119.8106481,122.9852947,2828.488997,5,-0.020548012,3.322223124,11.06288619,0,4,1,0.199486876,0.205438799,-36.30941278,8988.951348,9.294855625,8.141694459,15.5748829,6.481564176,7.392289704,7.332218675,131.9648393,7.345908652,9.317153303
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_1_QT1,PASS,2019/12/5 19:57,2019/12/5 20:02,V1.2.2.0,,2.42498665,72,56.5,10.011,1.72921817,0.000003,4.81269606,53,54,10.018,1.942408545,0.000174,3000,6,5000,2508.266581,0.153739677,5.06418062,4.678560526,1,1.78,0.876,4,5000,1009.870201,3000,6,9000,2506.626154,0.153603394,9.033403827,8.648377542,1500,0.876,1.78,4,5000,1510.346452,1500,1.78,1.78,4,5000,1509.932455,3000,1500,500,5,5,5,5000,5000,5000,16.14632231,16.14020085,16.12259057,258,624,1301,3,33,4805.182383,7.422082265,2.690006272,18.90393087,2.732253497,0.382356764,0.13477439,2.690559866,16.58917892,220.2182799,81.30200405,0.147069503,3.343347415,3.036348423,5,4,117.7103976,123.377991,2828.518813,5,-0.020610765,3.322221444,11.0625501,0,4,1,0.19952161,0.205361638,-36.29779604,8989.107845,9.816276214,8.139690399,15.57662104,6.47999042,7.390972197,7.327013921,131.932909,7.358365733,9.181807591
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:04,2019/12/5 20:09,V1.2.2.0,,2.423710152,72,56.5,10.014,1.709642945,0.00004,4.806331633,57,55,10.02,1.925375541,0.000849,3000,6,5000,2509.808595,0.156367461,5.083582403,4.691130006,1,1.78,0.876,4,5000,1010.962997,3000,6,9000,2508.886179,0.155625479,9.064148224,8.67370161,1500,0.876,1.78,4,5000,1515.927283,1500,1.78,1.78,4,5000,1509.833063,3000,1500,500,5,5,5,5000,5000,5000,16.54946635,16.52539175,16.52820306,258,624,1301,3,33,4797.834925,9.026853986,2.752432898,18.95351633,2.772280529,0.437358928,0.185390773,2.749982333,16.65909712,221.8576236,81.60863654,0.195829985,3.396669084,3.070415577,5,4,117.3044044,123.3938658,2826.389929,5,-0.019873991,3.318485687,11.05709723,0,4,1,0.200346929,0.206427795,-36.12226123,9013.960731,10.35735272,8.232615683,15.63707783,6.549515179,7.467071842,7.410572706,131.6910794,7.42763914,9.379203586
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:21,2019/12/5 20:25,V1.2.2.0,,2.423695232,75,57.5,10.016,1.709487729,0.0006,4.806376391,54,56,10.01,1.922060912,0.001194,3000,6,5000,2509.788907,0.152356109,5.083679381,4.701297708,1,1.78,0.876,4,5000,1010.947803,3000,6,9000,2508.945555,0.15217047,9.064178058,8.682390632,1500,0.876,1.78,4,5000,1515.77853,1500,1.78,1.78,4,5000,1511.083871,3000,1500,500,5,5,5,5000,5000,5000,16.56249653,16.54705666,16.52039388,258,624,1301,3,33,4797.782707,9.032173268,2.749075526,18.94235264,2.773009863,0.439189559,0.198601457,2.750665476,16.66441883,222.1690129,81.65086259,0.206099019,3.371696204,3.062713801,5,4,117.426169,122.9220135,2826.486907,5,-0.019243268,3.320214626,11.06136912,0,4,1,0.20086255,0.206762014,-36.13215956,9014.587236,10.32836166,8.227889593,15.65263941,6.551124578,7.477083177,7.416514353,131.7257109,7.443847391,9.377716712
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:26,2019/12/5 20:30,V1.2.2.0,,2.423702692,72,58.5,10.01,1.701131049,0.000382,4.806450989,54,55,10.014,1.924266479,0.001158,3000,6,5000,2508.375953,0.151972046,5.083657001,4.702453976,1,1.78,0.876,4,5000,1010.979196,3000,6,9000,2510.679693,0.151697003,9.064319767,8.683457182,1500,0.876,1.78,4,5000,1518.966372,1500,1.78,1.78,4,5000,1511.127692,3000,1500,500,5,5,5,5000,5000,5000,16.53759639,16.54609725,16.53293319,258,624,1301,3,33,4797.827465,9.070835306,2.744534202,18.94841098,2.771021211,0.443451305,0.180324327,2.762354282,16.65863764,222.2179356,81.66801168,0.224222989,3.381296643,3.080154627,5,4,118.2191828,122.5463846,2826.397389,5,-0.019243329,3.320266203,11.06179519,0,4,1,0.200828957,0.206913732,-36.12944615,9014.527569,10.34580492,8.221753457,15.64443925,6.528238052,7.480039415,7.427143193,131.7166591,7.433065391,9.378137788
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,FAIL,2019/12/5 20:31,2019/12/5 20:35,V1.2.2.0,CB Error Could not set PASS CB,2.423702692,73,59.5,10.013,1.698546243,0.000154,4.806398771,56,56,10.012,1.922236115,0.000871,3000,6,5000,2509.829689,0.151560048,5.083642082,4.703252174,1,1.78,0.876,4,5000,1011.000281,3000,6,9000,2508.998278,0.151543015,9.064125849,8.683904685,1500,0.876,1.78,4,5000,1512.860661,1500,1.78,1.78,4,5000,1511.109039,3000,1500,500,5,5,5,5000,5000,5000,16.54326363,16.54886393,16.54449079,258,624,1301,3,33,4797.857305,9.030033886,2.742419131,18.94376269,2.775934496,0.442070431,0.19468736,2.759419925,16.66227216,222.1792803,81.64962272,0.202221389,3.185223244,3.079804547,5,4,117.5804873,123.3565396,2826.322791,5,-0.019311122,3.321478254,11.06197683,0,4,1,0.200910313,0.206897607,-36.12656736,9014.535027,10.33600266,8.230281812,15.64965643,6.545219398,7.492559662,7.425575123,131.687819,7.432418714,9.400906424
FXLH,R118,FTPZQ01PPPHF,R118-EVT,R118-EVT_E1AEN-LHWTE1,,FXLH_F05-4FT-02_6_QT1,PASS,2019/12/5 20:36,2019/12/5 20:40,V1.2.2.0,,2.423717612,73,60.5,10.012,1.708853983,0.000214,4.806406231,57,54,10.018,1.923438543,0.0011,3000,6,5000,2509.85114,0.151475531,5.083530185,4.703349152,1,1.78,0.876,4,5000,1010.650965,3000,6,9000,2508.924974,0.151407724,9.064110932,8.684240313,1500,0.876,1.78,4,5000,1519.210978,1500,1.78,1.78,4,5000,1511.115934,3000,1500,500,5,5,5,5000,5000,5000,16.55778871,16.55004646,16.5409655,258,624,1301,3,33,4797.872224,9.03599012,2.74627245,18.94345151,2.77420111,0.433918899,0.19597099,2.761644396,16.66184671,222.0932948,81.66520861,0.223313751,3.21688891,3.083385581,5,4,120.572967,122.7333347,2826.36009,5,-0.019205706,3.320259475,11.062205,0,4,1,0.200896326,0.206912694,-36.13097889,9014.52011,10.3636566,8.224712125,15.64128123,6.544840143,7.487964853,7.43005567,131.7379111,7.43293168,9.321019763
